,SITE_NAME,PLANNING_CATEGORY,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,CULTURAL_LANDSCAPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,centroid
99,LA PIAZZA,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BRD771,,CALGARY PARKS,CALGARY PARKS SHARED,"OAA FOR BISTRO TABLE & CHAIRS, STRING LIGHTING, DECKING, PLANTERS, FOOSBALL TABLE AND COMMUNITY NOTICE BOARD. SEE REPOSITORY FOR DETAILS : \\coc\parks\Paris_Repository\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS\Bridgeland",ACTIVE,[-114.04088845   51.05314222]
100,THE BRAWN FAMILY FOUNDATION ROTARY PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HOU605,,CALGARY PARKS,CALGARY PARKS,"NOTE THAT PARKS NAME ""THE BRAWN FAMILY FOUNDATION ROTARY PARK"" WILL EXPIRE IN 2051",ACTIVE,[-114.10230454   51.06208579]
101,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,RSN014,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.95636809   51.17100975]
102,BOWMONT PARK,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE; SITE SPLIT SIL245,SIL245,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.19780871   51.09994023]
103,MONTEREY GREENWAY,REGIONAL PARK,2,NON TITLED,EA - PARKS EASEMENT,,SITE SHOULD BE SPLIT,MOR001,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.92566089   51.08343901]
104,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT CRA030: NEW SITE CRA114,CRA114,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97577814   50.85962273]
105,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,MCT900,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.96568225   50.92874059]
106,12 MILE COULEE PARK,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT TUS620,TUS620,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.2418059    51.12845863]
107,CONFEDERATION PARK 1,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE,CAP670,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.08969945   51.07391248]
108,POPPY PARK; LANDSCAPE OF MEMORY,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SSD495,RIVER VALLEY SYSTEM: MEMORIAL DRIVE,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07630353   51.05459746]
109,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CRA002,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.98542807   50.87353458]
110,SCHULE PARK,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BRD887,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,2018/09/10: COULD NOT CONFIRM OFFICIAL NAME,ACTIVE,[-114.0330978    51.05555938]
111,RIVERSIDE PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE,BRD852,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.03770039   51.0505794 ]
112,HELEN'S GARDEN,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BRD002,300 SANTA MARIA GD NE,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03331255   51.04954469]
113,BOTTOMLANDS PARK,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,REN691,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.02431689   51.05584511]
114,ROSE KOHN JIMMIE CONDON ARENA,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,SITE HAS HOLE; SITE SHOULD BE SPLIT,KIN018,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,MAINTENANCE SHARED WITH RECREATION;,ACTIVE,[-114.0744253    50.98127049]
115,,NON-PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE,AYB997,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.01187628   51.02400647]
116,BRIAR HILL PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HOU484,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10988981   51.06388946]
117,,LINEAR PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CRA084,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97962384   50.86318558]
118,NORTH TUSCANY RAVINES,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,TUS633,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.24577071   51.13126361]
119,SUNALTA COMMUNITY CENTRE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SNA868,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.0988693    51.04383238]
120,MEDICINE HILL / PASKAPOO SLOPES,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,FUTURE REGIONAL PARK,CGR207,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20296073   51.0727501 ]
121,TALON PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,UMR288,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08860493   51.02826793]
122,SOUTH DALHOUSIE COULEE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DAL087,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15437068   51.10701136]
123,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BED679,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08339565   51.12899446]
124,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE; SITE SHOULD BE SPLIT,HUN719,RIVER VALLEY SYSTEM: NOSE CREEK,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.04966992   51.11831812]
125,COPPERFIELD GREENWAY,REGIONAL PARK,2,NON TITLED,EA - PARKS EASEMENT,,,CPF905,PARKS FOUNDATION SE CALGARY PH2D GREENWAY,CALGARY PARKS SHARED,CALGARY PARKS SHARED,GREENWAY MAINTENANCE,ACTIVE,[-113.93271079   50.90785056]
126,GARDEN CRESCENT PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EPK295,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07681164   51.02922829]
127,PIONEER NURSERYMEN CENTURY PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MIS244,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.06148921   51.03632776]
128,CHELTENHAM PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,COL361,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09828355   51.0860333 ]
129,ERNEST MANNING ATHLETIC PARK; ERNEST MANNING HIGH SCHOOL,ATHLETIC PARK,1,TITLED,NO BREAKDOWN,,,SPH984,,CALGARY PARKS,CALGARY PARKS SHARED,SITE REDEVELOPED 2011,ACTIVE,[-114.18910901   51.0359811 ]
130,CONFEDERATION PARK 2; NORTH MAIN OFFICE (CONFEDERATION),REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MOP671,,CALGARY PARKS,CALGARY PARKS,PARKS DEPOT ON SITE,ACTIVE,[-114.08019158   51.07788363]
131,BRONCONNIER PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MOP196,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06931191   51.08068532]
132,MACKINTOSH PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BOW190,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19681396   51.08691937]
133,DALE HODGES PARK,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAR456,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.1698932    51.08746537]
134,GRIFFITH WOODS NATURAL AREA ENVIRONMENT PARK,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT DIS100,DIS100,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.2140124    51.01373571]
135,PAUL 'SMOKEY' WILKINSON PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HIL494,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09560957   51.04966025]
136,DR LESLIE ALLAN PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SHS001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08055866   50.92353821]
137,STRATHCONA RAVINES,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,STR815,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.19917445   51.05030172]
138,WESTSIDE RECREATION CENTRE,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,SIG762,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.18550225   51.0349325 ]
139,SAGE HILL NATURAL AREA,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE,SGH008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.127068     51.17490664]
140,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ASP512,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.19141706   51.03977634]
141,GRAND TRUNK PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WHL489,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.11605203   51.05764066]
142,MARY AND CATHERINE BARCLAY PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CRE864,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07011523   51.06075927]
143,PEONY PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,EPK253,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09304087   51.02102647]
144,VICTORY PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT WIN800: NEW SITE WIN310,WIN310,,CALGARY PARKS,CALGARY PARKS SHARED,FENCE AROUND MIDFIELD TRAILER PARK BELONGS TO RE&DS; MOSTLY MAINTAINED BY LEASE HOLDER,ACTIVE,[-114.04609465   51.07265075]
145,BONNER WETLANDS,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,ST2001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01056992   51.14844573]
146,ORCHARD PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,STR507,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.18552681   51.05134029]
147,EDGEMONT RAVINE,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT EDG055,EDG055,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.14726895   51.13349151]
148,TEACHER'S CORNER,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RID254,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07325551   51.02777109]
149,LAWREY GARDENS,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT SPR049: SITE EXPANDED,SPR049,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.13030673   51.05295918]
150,BOWNESS PARK; BOWNESS PARK DEPOT,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT BOW220,BOW220,,CALGARY PARKS SHARED,CALGARY PARKS,PARKS DEPOT ON SITE,ACTIVE,[-114.219702     51.09824316]
151,HYDRANT PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HOU482,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09761555   51.06123797]
152,SUNKEN GARDEN PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RIC850,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.11322026   51.03318419]
153,OLYMPIC PLAZA,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,"2025-03-14 IS_PARK VALUE SET TO ""NO"" SO THAT SITE WILL NOT SHOW ON CORPORATE BASE MAPS. SHOULD BE SET BACK TO ""YES"" ONCE CONSTRUCTION IS COMPLETE",DNC100,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.0602063    51.04632048]
154,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,THO578,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07197212   51.1028412 ]
155,NORTH TUSCANY RAVINES,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,TUS638,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.25301885   51.1366101 ]
156,SOUTH TUSCANY RAVINES,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,TUS615,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.25146647   51.11710902]
157,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,"2019/08/26: AS PER R MAY THIS IS A LAND TRANSFER BETWEEN BROOKFIELD AND THE CITY, AND THERE IS NO CCC OR FAC PAPERWORK",CRA998,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.96961564   50.8631676 ]
158,ROULEAUVILLE SQUARE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MIS006,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06603422   51.03755366]
159,QUARRY PARK NATURAL AREA,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE; SITE SPLIT DDG049,DDG049,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.02119474   50.95772449]
160,BEAVER DAM FLATS; MILLICAN PARK,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE;SITE SPLIT OGD792,OGD792,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"DO NOT DIG OR DISTURB SOIL. IF YOU MUST DISTURB THE AREA CONTACT JEFF SWINGLER AND/OR TRENT PARKS, BOTH WITH ESM. FORMER IMPERIAL OIL REFINERY SITE. SEE REPOSITORY FOR INFO R:\SUBDIVISION_DEVELOPMENT\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\OGDEN\OGD792",ACTIVE,[-114.02258878   50.99436636]
161,JEFFERIES PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RAM021,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.03791688   51.0392993 ]
162,DAVID RICHARDSON MEMORIAL DISC GOLF PARK,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RYV001,,CALGARY PARKS,CALGARY PARKS SHARED,MAINTENANCE SHARED WITH WATER RESOURCES,ACTIVE,[-114.20342399   51.14911975]
163,TOMKINS PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BLN001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08069933   51.03793883]
164,WILLIAM ABERHART PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MIS268,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06762124   51.03129002]
165,UNIVERSITY RESEARCH PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR125,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.14008068   51.08702115]
166,MUNRO PARK,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WIN850,,CALGARY PARKS,CALGARY PARKS,2017/07/05: PARKS OF PARK OF REDEVELOPED; CAPITAL PROJECT MANAGER JASON JONES,ACTIVE,[-114.05431686   51.06826003]
167,VERNA REID PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ALT645,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0991307    51.01144707]
168,JACK AND JEAN LESLIE RIVERWALK,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT DNE116,DNE116,RIVER VALLEY SYSTEM: EAST VILLAGE RIVER WALK,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.04829711   51.04740056]
169,RANCHLANDS PARK; ST RITA ELEM; RANCHLANDS ELEM; RANCHLANDS COMMUNITY ASSOC,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RAN033,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.18232493   51.11898577]
170,CRAIG REID PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ALT644,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10399738   51.01191936]
171,HOLLY ACRES PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR341,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.14258593   51.09221629]
172,BETH ISRAEL MEMORIAL PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SHN314,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06821683   50.90815626]
173,RALPH KLEIN PARK,REGIONAL PARK,1,TITLED,NO BREAKDOWN,,,12B001,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.90236094   50.94165059]
174,ST ANDREWS HEIGHTS ESCARPMENT,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,STA506,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12459441   51.06087281]
175,MCKENZIE LAKE SCHOOL; MCKENZIE LAKE COMMUNITY ASSOC,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MCK564,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-113.98573019   50.9054161 ]
176,NEW EDINBURGH PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SSD473,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07620658   51.06015961]
177,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SGH021,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.13727059   51.17226591]
178,HIDDEN VALLEY LAKE PARK,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HID519,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10897925   51.14584104]
179,DOUGLASDALE NATURAL AREA SOUTH,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT DDG718: NEW SITE DDG719,DDG719,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,M,ACTIVE,[-113.99327665   50.93544972]
180,OLMSTED TERRACE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BRD778,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04548577   51.0575452 ]
181,TURTLE HILL PARK,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT GDL881: NEW SITE GDL819 CREATED FOR TURTLE HILL PARK,GDL819,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.15524827   51.03286278]
182,CENTURY GARDENS; CENTURY GARDENS PARK DEPOT & PUMPHOUSE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DNC130,,CALGARY PARKS SHARED,CALGARY PARKS,PARKS DEPOT ON SITE,ACTIVE,[-114.08057356   51.04655325]
183,RILEY PARK; RILEY PARK DEPOT,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HIL056,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,PARKS DEPOT ON SITE,ACTIVE,[-114.08961782   51.0583319 ]
184,GEORGE GELL PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MON216,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15719002   51.06774557]
185,INGLEWOOD BIRD SANCTUARY,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT ING999,ING999,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,PROVINCIALLY DESIGNATED HERITAG SITE FOR COLONEL WALKER HOUSE,ACTIVE,[-114.00868132   51.02843575]
186,WEST CONFEDERATION PARK; FORMERLY CANMORE PARK,REGIONAL PARK,1,TITLED,NO BREAKDOWN,,SITE HAS HOLE,CHW402,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,PARKS DEPOT ON SITE,ACTIVE,[-114.10997195   51.08048232]
187,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE HAS HOLE,COU799,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08092161   51.14042799]
188,DOUGLASQUARRY COMMUNITY ASSOC,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,SITE HAS HOLE; SITE SHOULD BE SPLIT,DDG724,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.00705188   50.95519157]
189,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,SITE HAS HOLE; SITE SPLIT WIN800: NEW SITE WIN210,WIN210,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,REGIONAL PATHWAY BETWEEN THE TO GOLF COURSES,ACTIVE,[-114.04626422   51.082459  ]
190,COPPERFIELD GREENWAY,REGIONAL PARK,2,NON TITLED,EA - PARKS EASEMENT,,,CPF906,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,GREENWAY MAINTENANCE,ACTIVE,[-113.91891865   50.91630926]
191,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,SITE HAS HOLE,DOV777,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.99097574   51.01585385]
192,FLYOVER PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BRD899,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04890488   51.0506636 ]
193,12 MILE COULEE PARK,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT TUS603,TUS603,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.23508086   51.11428492]
194,BURNS ROCK GARDEN,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HIL557,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08647766   51.06093104]
195,NELLIE BREEN PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ING031,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02663623   51.04088592]
196,ACADIA ATHLETIC PARK; ALBERTA TENNIS CENTRE,ATHLETIC PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT ACA196: NEW SITE ACA200,ACA200,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.06282937   50.97169275]
