PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,CompletedYear,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,ContractorIfNoApplicant,ContractorName,HousingUnits,EstProjectCost,TotalSqFt,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,LocationsGeoJSON2,Point3,Assessed Value,Address Without Unit Number,Cluster_ID
BP2019-11441,Completed,2019-08-22,2019,2019-09-12,2021-03-04,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,Group C 4 Plex Rowhouse,WILLIX DEVELOPMENTS,,WILLIX DEVELOPMENTS,4,"$882,900",,1822 38 AV SW,ALT,ALTADORE,51.02035629,-114.1035811,5,Titled Parcel;Building;Building;Building;Building,3823 17 ST SW;1822 38 AV SW;3825 17 ST SW;1824 38 AV SW;1826 38 AV SW,"MULTIPOINT (-114.1035811008716 51.02035628878104,-114.10368513049579 51.020264968298854,-114.10359888041417 51.02028217031421,-114.1037732129263 51.02026412598123,-114.10384804252477 51.02026443707668)","{""type"":""MultiPoint"",""coordinates"":[[-114.1035811,51.0203563],[-114.1036851,51.020265],[-114.1035989,51.0202822],[-114.1037732,51.0202641],[-114.103848,51.0202644]]}",POINT (-114.1035811008716 51.02035628878104),"{""type"":""MultiPoint"",""coordinates"":[[-114.194669,51.0795274],[-114.1944597,51.0787416]]}",POINT (-114.19466895720187 51.079527357193484),,38 AV SW,182
BP2018-00508,Completed,2018-01-17,2018,2018-07-03,2018-12-05,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 Residential 2 Storey Rowhouse w/ Secondary Suites & 4-Vehicle Garage,STONE WEST HOMES,,,4,"$789,959",,2305 19 ST NW,BNF,BANFF TRAIL,51.07272788,-114.1064745,9,Titled Parcel;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite,2319 19 ST NW;2307 19 ST NW;2311 19 ST NW;2315 19 ST NW;2004 22 AV NW;2317 19 ST NW;2313 19 ST NW;2305 19 ST NW;2309 19 ST NW,"MULTIPOINT (-114.10647450513312 51.07272787554869,-114.10655171487156 51.07255341414462,-114.1065472813206 51.07259872623937,-114.10656157022125 51.072650799497616,-114.1065634732356 51.07249773924593,-114.10656157022125 51.072650799497616,-114.1065472813206 51.07259872623937,-114.1065634732356 51.07249773924593,-114.10655171487156 51.07255341414462)","{""type"":""MultiPoint"",""coordinates"":[[-114.1064745,51.0727279],[-114.1065517,51.0725534],[-114.1065473,51.0725987],[-114.1065616,51.0726508],[-114.1065635,51.0724977],[-114.1065616,51.0726508],[-114.1065473,51.0725987],[-114.1065635,51.0724977],[-114.1065517,51.0725534]]}",POINT (-114.10647450513312 51.07272787554869),,,,19 ST NW,183
BP2020-08017,Completed,2020-06-19,2020,2020-08-18,2021-06-18,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,New - Part 9 Group C - Rowhouse,,MAXVIEW HOMES,MAXVIEW HOMES,4,"$893,997",,2307 1 ST NW,TUX,TUXEDO PARK,51.07282169,-114.0641527,5,Titled Parcel;Building;Building;Building;Building,2311 1 ST NW;2309 1 ST NW;202 22 AV NW;2307 1 ST NW;2305 1 ST NW,"MULTIPOINT (-114.06415273267582 51.07282168873103,-114.06423149154071 51.07273384317402,-114.06422393366616 51.0725929968474,-114.06423049904514 51.07268689056349,-114.06423043485805 51.07264052177247)","{""type"":""MultiPoint"",""coordinates"":[[-114.0641527,51.0728217],[-114.0642315,51.0727338],[-114.0642239,51.072593],[-114.0642305,51.0726869],[-114.0642304,51.0726405]]}",POINT (-114.06415273267582 51.07282168873103),,,,1 ST NW,184
BP2021-15269,Completed,2021-08-31,2021,2022-03-22,2023-03-29,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 unit live/work townhouse.,YOUR PROPERTY,,YOUR PROPERTY,4,"$1,167,258",,1050 1 AV NE,BRD,BRIDGELAND/RIVERSIDE,51.05334778,-114.0384672,6,Titled Parcel;Building;Building;Building;Building;Building,1058 1 AV NE;202 9A ST NE;1050 1 AV NE;1054 1 AV NE;1052 1 AV NE;1056 1 AV NE,"MULTIPOINT (-114.03846716295358 51.05334777653581,-114.03871020124468 51.05342385720847,-114.03879442764146 51.05340873554438,-114.03865630225746 51.05340914089496,-114.03873385115635 51.05340839604502,-114.03857988044714 51.05341023592053)","{""type"":""MultiPoint"",""coordinates"":[[-114.0384672,51.0533478],[-114.0387102,51.0534239],[-114.0387944,51.0534087],[-114.0386563,51.0534091],[-114.0387339,51.0534084],[-114.0385799,51.0534102]]}",POINT (-114.03846716295358 51.05334777653581),,,,1 AV NE,185
BP2017-06746,Completed,2017-06-06,2017,2018-01-08,2018-06-25,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"4-plex Infill Townhouse, Stone West Homes",STONE WEST HOMES,,,4,"$848,982",,1703 24 AV NW,CAP,CAPITOL HILL,51.07415856,-114.0998816,5,Titled Parcel;Building;Building;Building;Building,1701 24 AV NW;1703 24 AV NW;2417 16 ST NW;2415 16 ST NW;2419 16 ST NW,"MULTIPOINT (-114.09988164565003 51.074158560426596,-114.09987885151381 51.07412005098007,-114.09990044102102 51.073980647380836,-114.09988672221209 51.07391834256731,-114.09988470015614 51.07403298982013)","{""type"":""MultiPoint"",""coordinates"":[[-114.0998816,51.0741586],[-114.0998789,51.0741201],[-114.0999004,51.0739806],[-114.0998867,51.0739183],[-114.0998847,51.074033]]}",POINT (-114.09988164565003 51.074158560426596),,,,24 AV NW,186
BP2018-16275,Completed,2018-12-14,2018,2019-01-09,2019-10-28,2019,Commercial / Multi Family Project,Building,1508 - Apt Fourplex,Apartment,Residential,New,New,New,New Residential 4 unit building.,TRICOR DESIGN GROUP,,,4,"$935,933",,#1 1914 1 ST NW,TUX,TUXEDO PARK,51.06935187,-114.0637905,5,Titled Parcel;Building;Building;Building;Building,1914 1 ST NW;#1 1916 1 ST NW;#2 1916 1 ST NW;#2 1914 1 ST NW;#1 1914 1 ST NW,"MULTIPOINT (-114.06379051751772 51.06935186527005,-114.06374756756722 51.069412227539146,-114.06358074585684 51.069434675763915,-114.06358376400053 51.06932563809863,-114.0637350982181 51.0693506728994)","{""type"":""MultiPoint"",""coordinates"":[[-114.0637905,51.0693519],[-114.0637476,51.0694122],[-114.0635807,51.0694347],[-114.0635838,51.0693256],[-114.0637351,51.0693507]]}",POINT (-114.06379051751772 51.06935186527005),,,,1914 1 ST NW,187
BP2020-17160,Completed,2020-11-23,2020,2021-04-13,2022-10-13,2022,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,540 12 AV NE - Row houses with secondary suites,,SUNSTAR HOMES,SUNSTAR HOMES,4,"$926,222",,#4 1301 5 ST NE,REN,RENFREW,51.0636497,-114.0509673,9,Titled Parcel;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite,1301 5 ST NE;#104 1301 5 ST NE;#102 1301 5 ST NE;540 12 AV NE;#103 1301 5 ST NE;#1 1301 5 ST NE;#3 1301 5 ST NE;#4 1301 5 ST NE;#2 1301 5 ST NE,"MULTIPOINT (-114.05096730876207 51.06364969975104,-114.05103087148332 51.06359003431994,-114.05102793376966 51.063487283277645,-114.05103297038107 51.06343590491589,-114.05103139193041 51.06354436639308,-114.05095712847901 51.06346020121478,-114.05095496783487 51.063558315794175,-114.0509544654968 51.0636075526254,-114.05095435896268 51.06351050880997)","{""type"":""MultiPoint"",""coordinates"":[[-114.0509673,51.0636497],[-114.0510309,51.06359],[-114.0510279,51.0634873],[-114.051033,51.0634359],[-114.0510314,51.0635444],[-114.0509571,51.0634602],[-114.050955,51.0635583],[-114.0509545,51.0636076],[-114.0509544,51.0635105]]}",POINT (-114.05096730876207 51.06364969975104),,,,1301 5 ST NE,188
BP2022-02400,Completed,2022-02-16,2022,2022-07-29,2023-09-07,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Group C (Division B, 9.10.15)",OPTIMA DEVELOPMENTS,,OPTIMA DEVELOPMENTS,4,"$868,048",,4656B 85 ST NW,BOW,BOWNESS,51.0939736,-114.2103399,9,Titled Parcel;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite,8541 46 AV NW;4658 85 ST NW;8543 46 AV NW;8545 46 AV NW;4656 85 ST NW;4656B 85 ST NW;8543B 46 AV NW;8545B 46 AV NW;4658B 85 ST NW,"MULTIPOINT (-114.21033994903415 51.093973598856415,-114.2106509868187 51.09394778691387,-114.21046614815138 51.09392982580041,-114.2105515544267 51.09392857529421,-114.21065178840554 51.09386656380348,-114.21069944283433 51.09387013673347,-114.21043264356993 51.093970861019734,-114.21051688262311 51.09397034080287,-114.21067875675301 51.09392029141785)","{""type"":""MultiPoint"",""coordinates"":[[-114.2103399,51.0939736],[-114.210651,51.0939478],[-114.2104661,51.0939298],[-114.2105516,51.0939286],[-114.2106518,51.0938666],[-114.2106994,51.0938701],[-114.2104326,51.0939709],[-114.2105169,51.0939703],[-114.2106788,51.0939203]]}",POINT (-114.21033994903415 51.093973598856415),,,,85 ST NW,189
BP2018-03969,Completed,2018-04-12,2018,2018-07-03,2019-08-13,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 Residential 2 Storey 4-Plex & Garage,MP REAL ESTATE VENTURES INC.,,,4,"$878,217",,2002 31 ST SW,KIL,KILLARNEY/GLENGARRY,51.0361541,-114.132023,5,Titled Parcel;Building;Building;Building;Building,3121 19 AV SW;2002 31 ST SW;3123 19 AV SW;3127 19 AV SW;3125 19 AV SW,"MULTIPOINT (-114.13202297248557 51.03615409568836,-114.1324106613938 51.03610892409277,-114.13217252946828 51.03611067695312,-114.13232249875628 51.03611199955198,-114.13224232378516 51.0361111913239)","{""type"":""MultiPoint"",""coordinates"":[[-114.132023,51.0361541],[-114.1324107,51.0361089],[-114.1321725,51.0361107],[-114.1323225,51.036112],[-114.1322423,51.0361112]]}",POINT (-114.13202297248557 51.03615409568836),,,,31 ST SW,190
BP2022-03449,Completed,2022-03-08,2022,2022-05-06,2023-07-18,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C (Division B 9.10.15),TRICOR DESIGN GROUP,,CHANDAN HOMES,4,"$1,289,814",,#3 1536 29 AV SW,SOC,SOUTH CALGARY,51.02779063,-114.0966812,5,Titled Parcel;Building;Building;Building;Building,1536 29 AV SW;#4 1536 29 AV SW;#2 1536 29 AV SW;#1 1536 29 AV SW;#3 1536 29 AV SW,"MULTIPOINT (-114.09668117597154 51.027790634881484,-114.09672689866235 51.027957671769094,-114.09663755468158 51.02796218662593,-114.09663658151618 51.0278712380114,-114.09672906973096 51.027870667058174)","{""type"":""MultiPoint"",""coordinates"":[[-114.0966812,51.0277906],[-114.0967269,51.0279577],[-114.0966376,51.0279622],[-114.0966366,51.0278712],[-114.0967291,51.0278707]]}",POINT (-114.09668117597154 51.027790634881484),,,,1536 29 AV SW,191
BP2021-00020,Completed,2021-01-04,2021,2021-05-10,2022-06-24,2022,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,Banff Trail 4 Unit Townhome with 4 secondary suites,DISTRICT HOMES / ELECTRIM DEVELOPMENT,,DISTRICT HOMES / ELECTRIM DEVELOPMENT,4,"$1,060,836",,1809B 19 ST NW,BNF,BANFF TRAIL,51.06824203,-114.1064631,10,Titled Parcel;Building;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite,1813 19 ST NW;1807 19 ST NW;1809 19 ST NW;1805 19 ST NW;2004 17 AV NW;2004 17 AV NW;1809B 19 ST NW;1805B 19 ST NW;1807B 19 ST NW;2004B 17 AV NW,"MULTIPOINT (-114.1064630713103 51.06824202742904,-114.10655813637673 51.06811081704815,-114.10655824943038 51.06816005353253,-114.10655800693411 51.06805444275633,-114.10657290583555 51.0680372498574,-114.10655790370645 51.06800948535943,-114.10646800402297 51.06815323166977,-114.1064677573805 51.068045724070345,-114.10646787852572 51.06809852945892,-114.1064680318387 51.06799744014024)","{""type"":""MultiPoint"",""coordinates"":[[-114.1064631,51.068242],[-114.1065581,51.0681108],[-114.1065582,51.0681601],[-114.106558,51.0680544],[-114.1065729,51.0680372],[-114.1065579,51.0680095],[-114.106468,51.0681532],[-114.1064678,51.0680457],[-114.1064679,51.0680985],[-114.106468,51.0679974]]}",POINT (-114.1064630713103 51.06824202742904),,,,19 ST NW,192
BP2020-01146,Completed,2020-01-30,2020,2020-03-05,2021-09-03,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,"The scope of this building permit is a new four (4) unit rowhouse complex (approx. 200 m2) w/ detached garages; located at 438 10 Ave, 1103, 1105, and 1107 4 Street NE.",CASABELLA ENTERPRISES 2012,,CASABELLA ENTERPRISES 2012,4,"$935,423",,1105 4 ST NE,REN,RENFREW,51.06162591,-114.0534469,5,Titled Parcel;Building;Building;Building;Building,440 10 AV NE;438 10 AV NE;1105 4 ST NE;1103 4 ST NE;1107 4 ST NE,"MULTIPOINT (-114.05344691089113 51.06162590844523,-114.05350328344234 51.06165786803675,-114.05347509924692 51.06176134347822,-114.05346374504308 51.061737804627775,-114.05348764748675 51.061843045188255)","{""type"":""MultiPoint"",""coordinates"":[[-114.0534469,51.0616259],[-114.0535033,51.0616579],[-114.0534751,51.0617613],[-114.0534637,51.0617378],[-114.0534876,51.061843]]}",POINT (-114.05344691089113 51.06162590844523),,,,4 ST NE,193
BP2021-19199,Completed,2021-11-05,2021,2022-01-14,2023-01-11,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"4-Unit Residential Rowhouse; located at 1803, 1805, 1807 50 ST NW & 5104 17 AV NW",TRICOR DESIGN GROUP,,CHANDAN HOMES,4,"$902,493",,1807 50 ST NW,MON,MONTGOMERY,51.07597119,-114.1660115,5,Titled Parcel;Building;Building;Building;Building,1809 50 ST NW;1805 50 ST NW;1803 50 ST NW;5104 17 AV NW;1807 50 ST NW,"MULTIPOINT (-114.16601151973045 51.07597119216368,-114.16617090469143 51.07595942295763,-114.16617090469143 51.07595942295763,-114.16617427244994 51.075959418170655,-114.16617761833922 51.0759572918472)","{""type"":""MultiPoint"",""coordinates"":[[-114.1660115,51.0759712],[-114.1661709,51.0759594],[-114.1661709,51.0759594],[-114.1661743,51.0759594],[-114.1661776,51.0759573]]}",POINT (-114.16601151973045 51.07597119216368),,,,50 ST NW,194
BP2019-11164,Completed,2019-08-17,2019,2019-09-11,2020-11-16,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,4 plex and detached garage,MILLENIUM PLUS HOMES RENOVATION,,925357 ALBERTA,4,"$780,399",,#1 338 3 AV NE,CRE,CRESCENT HEIGHTS,51.05539054,-114.0556049,5,Titled Parcel;Building;Building;Building;Building,336 3 AV NE;#1 336 3 AV NE;#2 338 3 AV NE;#2 336 3 AV NE;#1 338 3 AV NE,"MULTIPOINT (-114.05560485031127 51.05539053616259,-114.0555953905775 51.055471609933576,-114.05550586630531 51.05556382405027,-114.0555983259192 51.05556437342965,-114.0555133003076 51.05547046230636)","{""type"":""MultiPoint"",""coordinates"":[[-114.0556049,51.0553905],[-114.0555954,51.0554716],[-114.0555059,51.0555638],[-114.0555983,51.0555644],[-114.0555133,51.0554705]]}",POINT (-114.05560485031127 51.05539053616259),,,,338 3 AV NE,195
BP2018-15370,Completed,2018-11-22,2018,2019-03-18,2020-07-21,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,Crescent Heights 6 Ave Non-stacked townhouses,SUNSTAR HOMES,,,4,"$880,000",,622 2 ST NE,CRE,CRESCENT HEIGHTS,51.05777192,-114.0574388,5,Titled Parcel;Building;Building;Building;Building,620 2 ST NE;307 6 AV NE;305 6 AV NE;303 6 AV NE;622 2 ST NE,"MULTIPOINT (-114.05743879647551 51.05777192400289,-114.05710965445277 51.05774883787614,-114.05718695535776 51.05774956420913,-114.05729927308454 51.05774798994388,-114.05737777033005 51.0577471873129)","{""type"":""MultiPoint"",""coordinates"":[[-114.0574388,51.0577719],[-114.0571097,51.0577488],[-114.057187,51.0577496],[-114.0572993,51.057748],[-114.0573778,51.0577472]]}",POINT (-114.05743879647551 51.05777192400289),,,,2 ST NE,196
BP2019-05034,Completed,2019-05-02,2019,2019-06-03,2020-06-23,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New four plex,TRICOR DESIGN GROUP,,CHANDAN HOMES,4,"$802,100",,#2 4506 17 AV NW,MON,MONTGOMERY,51.06985072,-114.1584414,5,Titled Parcel;Building;Building;Building;Building,4504 17 AV NW;#2 4506 17 AV NW;#1 4506 17 AV NW;1802 44 ST NW;1806 44 ST NW,"MULTIPOINT (-114.15844141976785 51.069850723751856,-114.15828800404158 51.07000061909776,-114.15839500845982 51.06993957792576,-114.15834955234367 51.06989444827917,-114.15823349405267 51.069957398492356)","{""type"":""MultiPoint"",""coordinates"":[[-114.1584414,51.0698507],[-114.158288,51.0700006],[-114.158395,51.0699396],[-114.1583496,51.0698944],[-114.1582335,51.0699574]]}",POINT (-114.15844141976785 51.069850723751856),,,,4506 17 AV NW,197
BP2018-03968,Completed,2018-04-12,2018,2018-07-05,2020-02-06,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 Residential 2 Storey 4-Plex & Garage,MP REAL ESTATE VENTURES INC.,,,4,"$878,217",,2202 36 ST SW,KIL,KILLARNEY/GLENGARRY,51.03450471,-114.1395553,5,Titled Parcel;Building;Building;Building;Building,2204 36 ST SW;3621 21 AV SW;2202 36 ST SW;3625 21 AV SW;3623 21 AV SW,"MULTIPOINT (-114.13955529718802 51.03450471417651,-114.13924631917222 51.0345843184156,-114.13951792753413 51.03458518113629,-114.13938212691178 51.03458593649816,-114.13930101260542 51.034584846561394)","{""type"":""MultiPoint"",""coordinates"":[[-114.1395553,51.0345047],[-114.1392463,51.0345843],[-114.1395179,51.0345852],[-114.1393821,51.0345859],[-114.139301,51.0345848]]}",POINT (-114.13955529718802 51.03450471417651),,,,36 ST SW,198
BP2019-00202,Completed,2019-01-08,2019,2019-03-01,2020-03-02,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,New Building - 4 plex with detached garage,WILLIX DEVELOPMENTS,,,4,"$934,345",,1842 38 AV SW,ALT,ALTADORE,51.02035532,-114.1046685,5,Titled Parcel;Building;Building;Building;Building,3822 18 ST SW;1842 38 AV SW;1844 38 AV SW;3824 18 ST SW;1846 38 AV SW,"MULTIPOINT (-114.10466845746143 51.02035531990268,-114.10439289585086 51.02026405049778,-114.1044728414657 51.0202639790522,-114.10464559688597 51.02027999708124,-114.10455505332243 51.020263905524295)","{""type"":""MultiPoint"",""coordinates"":[[-114.1046685,51.0203553],[-114.1043929,51.0202641],[-114.1044728,51.020264],[-114.1046456,51.02028],[-114.1045551,51.0202639]]}",POINT (-114.10466845746143 51.02035531990268),,,,38 AV SW,199
BP2020-15028,Completed,2020-10-15,2020,2021-01-06,2022-05-17,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 Townhome 4 units,,SUNSTAR HOMES,SUNSTAR HOMES,4,"$916,863",,#1B 2636 MORLEY TR NW,BNF,BANFF TRAIL,51.07679899,-114.1101075,6,Titled Parcel;Building;Building;Building;Building;Building Suite,2636 MORLEY TR NW;#1 2636 MORLEY TR NW;#3 2636 MORLEY TR NW;#4 2636 MORLEY TR NW;#2 2636 MORLEY TR NW;#1B 2636 MORLEY TR NW,"MULTIPOINT (-114.11010753869154 51.07679898832125,-114.1100862549386 51.07682633701324,-114.10998450298652 51.07690920981993,-114.10994155224047 51.07694682710972,-114.11003651725589 51.07686634299623,-114.11005520299018 51.07678450127728)","{""type"":""MultiPoint"",""coordinates"":[[-114.1101075,51.076799],[-114.1100863,51.0768263],[-114.1099845,51.0769092],[-114.1099416,51.0769468],[-114.1100365,51.0768663],[-114.1100552,51.0767845]]}",POINT (-114.11010753869154 51.07679898832125),,,,2636 MORLEY TR NW,200
BP2017-13343,Completed,2017-10-04,2017,2017-11-16,2018-07-13,2018,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,"4-Plex Infill RHS Rowhouse, Baywest Homes",BAYWEST HOMES,,BAYWEST HOMES,4,"$975,000",,2704 MORLEY TR NW,BNF,BANFF TRAIL,51.07697628,-114.110478,2,Titled Parcel;Building,2702 MORLEY TR NW;2704 MORLEY TR NW,"MULTIPOINT (-114.11047800889196 51.07697628401411,-114.11042267059862 51.07699547533865)","{""type"":""MultiPoint"",""coordinates"":[[-114.110478,51.0769763],[-114.1104227,51.0769955]]}",POINT (-114.11047800889196 51.07697628401411),,,,MORLEY TR NW,200
BP2021-17179,Completed,2021-10-01,2021,2021-10-26,2023-01-12,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Building D, Stacked Townhouse",GRAVITY ARCHITECTURE,,ROHIT COMMUNITIES CALGARY,9,"$1,699,095",,#308 10060 46 ST NE,SAD,SADDLE RIDGE,51.13594569,-113.9645452,11,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,#300 10060 46 ST NE;#300 10060 46 ST NE;#302 10060 46 ST NE;#304 10060 46 ST NE;#307 10060 46 ST NE;#305 10060 46 ST NE;#308 10060 46 ST NE;#309 10060 46 ST NE;#301 10060 46 ST NE;#306 10060 46 ST NE;#303 10060 46 ST NE,"MULTIPOINT (-113.96454517662849 51.1359456903403,-113.96465054303627 51.13583146451298,-113.96473121321965 51.135892528199385,-113.96469039302679 51.13587039249615,-113.96470408792872 51.135768364754256,-113.96473123931239 51.13585827785996,-113.96473133525922 51.135732333696694,-113.96468937850692 51.13572055366056,-113.96470339588488 51.13592641057134,-113.96470290158835 51.13582508872547,-113.96469038513506 51.1358807395147)","{""type"":""MultiPoint"",""coordinates"":[[-113.9645452,51.1359457],[-113.9646505,51.1358315],[-113.9647312,51.1358925],[-113.9646904,51.1358704],[-113.9647041,51.1357684],[-113.9647312,51.1358583],[-113.9647313,51.1357323],[-113.9646894,51.1357206],[-113.9647034,51.1359264],[-113.9647029,51.1358251],[-113.9646904,51.1358807]]}",POINT (-113.96454517662849 51.1359456903403),,,,10060 46 ST NE,201
BP2022-00585,Completed,2022-01-14,2022,2022-02-15,2023-06-06,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,12 Unit Townhouse,GRAVITY ARCHITECTURE,,ROHIT COMMUNITIES CALGARY,12,"$2,096,673",,#410 10060 46 ST NE,SAD,SADDLE RIDGE,51.13559505,-113.964401,14,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,#400 10060 46 ST NE;#400 10060 46 ST NE;#409 10060 46 ST NE;#406 10060 46 ST NE;#402 10060 46 ST NE;#405 10060 46 ST NE;#412 10060 46 ST NE;#401 10060 46 ST NE;#410 10060 46 ST NE;#408 10060 46 ST NE;#404 10060 46 ST NE;#407 10060 46 ST NE;#411 10060 46 ST NE;#403 10060 46 ST NE,"MULTIPOINT (-113.96440103029836 51.13559505244299,-113.96426726507083 51.135737155094084,-113.96423420016339 51.13566445514078,-113.96422391773606 51.13576843461504,-113.96419625982072 51.135835982940065,-113.96419628649687 51.13580148988155,-113.9642240411067 51.13560878847485,-113.96422383961719 51.13586952255954,-113.96423458030682 51.13565327220356,-113.96420016959055 51.13567657169017,-113.96423445697233 51.13581291834256,-113.96422433430536 51.1357101192547,-113.9642005673921 51.13564256418233,-113.96423444815227 51.135824335122415)","{""type"":""MultiPoint"",""coordinates"":[[-113.964401,51.1355951],[-113.9642673,51.1357372],[-113.9642342,51.1356645],[-113.9642239,51.1357684],[-113.9641963,51.135836],[-113.9641963,51.1358015],[-113.964224,51.1356088],[-113.9642238,51.1358695],[-113.9642346,51.1356533],[-113.9642002,51.1356766],[-113.9642345,51.1358129],[-113.9642243,51.1357101],[-113.9642006,51.1356426],[-113.9642344,51.1358243]]}",POINT (-113.96440103029836 51.13559505244299),,,,10060 46 ST NE,201
BP2022-01536,Completed,2022-02-01,2022,2022-03-07,2023-06-13,2023,Commercial / Multi Family Project,Building,1508 - Apt Fourplex,Apartment,Residential,New,New,New,4 Unit Rowhouse - detached garage,TRICOR DESIGN GROUP,,CHANDAN HOMES,4,"$1,459,501",,3719 16 ST SW,ALT,ALTADORE,51.021532,-114.1006704,5,Titled Parcel;Building;Building;Building;Building,3715 16 ST SW;3719 16 ST SW;3717 16 ST SW;1704 37 AV SW;3721 16 ST SW,"MULTIPOINT (-114.10067035958042 51.021531997915055,-114.10074809497961 51.02141211524234,-114.10074809805799 51.02141353562366,-114.10074809961668 51.021414254804085,-114.10074809497961 51.02141211524234)","{""type"":""MultiPoint"",""coordinates"":[[-114.1006704,51.021532],[-114.1007481,51.0214121],[-114.1007481,51.0214135],[-114.1007481,51.0214143],[-114.1007481,51.0214121]]}",POINT (-114.10067035958042 51.021531997915055),,,,16 ST SW,202
BP2021-03601,Completed,2021-03-10,2021,2021-03-31,2021-11-12,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,4 Plex Rowhouse,,JAYMAN BUILT,JAYMAN BUILT,4,"$767,170",,3814 202 AV SE,SET,SETON,50.86689795,-113.949618,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,3818 202 AV SE;3826 202 AV SE;3822 202 AV SE;3814 202 AV SE,"MULTIPOINT (-113.94961801254071 50.86689794928283,-113.94945258356178 50.86694732281023,-113.94954009514908 50.86692039064753,-113.94970550973404 50.866871016989684)","{""type"":""MultiPoint"",""coordinates"":[[-113.949618,50.8668979],[-113.9494526,50.8669473],[-113.9495401,50.8669204],[-113.9497055,50.866871]]}",POINT (-113.94961801254071 50.86689794928283),,,,202 AV SE,203
BP2020-04801,Completed,2020-04-24,2020,2020-06-02,2021-01-14,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,4 Unit Rowhouse,,BAYWEST HOMES,BAYWEST HOMES,4,"$471,101",,1431A 10 AV SE,ING,INGLEWOOD,51.03858448,-114.0305665,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1431A 10 AV SE;1431B 10 AV SE;1429 10 AV SE;1433 10 AV SE,"MULTIPOINT (-114.03056646046059 51.038584475797805,-114.03051092217609 51.03856201595267,-114.03063675956354 51.03861142661947,-114.03044060896218 51.038535065058774)","{""type"":""MultiPoint"",""coordinates"":[[-114.0305665,51.0385845],[-114.0305109,51.038562],[-114.0306368,51.0386114],[-114.0304406,51.0385351]]}",POINT (-114.03056646046059 51.038584475797805),,,,10 AV SE,204
