PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,YearCompleted,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,Contractor if no applicant,ContractorName,HousingUnits,EstProjectCost,Project Number,Project Number Hardcoded,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,ADDRESS,Assessed Value Before,Assessed Value After
BP2021-18447,Completed,2021-10-25,2021,2021-12-14,2024-02-26,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,The Streams of Lake Mahogany - Building 9,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,6,"$2,292,478",94,94,#202 110 MARINA CV SE,MAH,MAHOGANY,50.89451137,-113.9330711,8,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,650 MAHOGANY RD SE;110 MARINA CV SE;#201 110 MARINA CV SE;#301 110 MARINA CV SE;#101 110 MARINA CV SE;#202 110 MARINA CV SE;#102 110 MARINA CV SE;#302 110 MARINA CV SE,"MULTIPOINT (-113.93307108157488 50.89451137287413,-113.93280846645547 50.89432260353075,-113.93281057889128 50.894415372216166,-113.93281057889128 50.894415372216166,-113.93281057889128 50.894415372216166,-113.93280409200611 50.89422127509308,-113.93280409200611 50.89422127509308,-113.93280409200611 50.89422127509308)","{""type"":""MultiPoint"",""coordinates"":[[-113.9330711,50.8945114],[-113.9328085,50.8943226],[-113.9328106,50.8944154],[-113.9328106,50.8944154],[-113.9328106,50.8944154],[-113.9328041,50.8942213],[-113.9328041,50.8942213],[-113.9328041,50.8942213]]}",POINT (-113.93307108157488 50.89451137287413),110 MARINA CV SE,a,
BP2022-04132,Completed,2022-03-18,2022,2022-05-11,2023-03-21,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,2 Unit Residential Rowhouse - Building 22,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,2,"$417,943",94,94,236 MARINA CV SE,MAH,MAHOGANY,50.89449795,-113.9331869,3,Titled Parcel;Building;Building,650 MAHOGANY RD SE;236 MARINA CV SE;234 MARINA CV SE,"MULTIPOINT (-113.93318689375285 50.8944979542591,-113.93403204224677 50.89395509023982,-113.93403439710498 50.89388801742165)","{""type"":""MultiPoint"",""coordinates"":[[-113.9331869,50.894498],[-113.934032,50.8939551],[-113.9340344,50.893888]]}",POINT (-113.93318689375285 50.8944979542591),236 MARINA CV SE,a,
BP2022-04329,Completed,2022-03-22,2022,2022-07-22,2023-05-04,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C (Division B 9.10.15),NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,2,"$412,007",94,94,242 MARINA CV SE,MAH,MAHOGANY,50.89449795,-113.9331869,3,Titled Parcel;Building;Building,650 MAHOGANY RD SE;244 MARINA CV SE;242 MARINA CV SE,"MULTIPOINT (-113.93318689375285 50.8944979542591,-113.93403181038732 50.89411921994522,-113.93403642538098 50.89405213941601)","{""type"":""MultiPoint"",""coordinates"":[[-113.9331869,50.894498],[-113.9340318,50.8941192],[-113.9340364,50.8940521]]}",POINT (-113.93318689375285 50.8944979542591),242 MARINA CV SE,a,
BP2023-07049,Completed,2023-05-15,2023,2023-06-20,2024-11-01,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,6 Unit Residential Rowhouse - Building 2 south,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,6,"$1,448,201",94,94,635 MAHOGANY RD SE,MAH,MAHOGANY,50.89473265,-113.9348751,7,Titled Parcel;Building;Building;Building;Building;Building;Building,595 MAHOGANY RD SE;645 MAHOGANY RD SE;641 MAHOGANY RD SE;639 MAHOGANY RD SE;637 MAHOGANY RD SE;635 MAHOGANY RD SE;643 MAHOGANY RD SE,"MULTIPOINT (-113.93487511642653 50.894732647330294,-113.93324472560856 50.894791743488966,-113.93338670196246 50.894792417921046,-113.93345439103138 50.89479365218855,-113.93352303335155 50.89479428463185,-113.93359167821781 50.894793128032944,-113.93331241638019 50.89479178217423)","{""type"":""MultiPoint"",""coordinates"":[[-113.9348751,50.8947326],[-113.9332447,50.8947917],[-113.9333867,50.8947924],[-113.9334544,50.8947937],[-113.933523,50.8947943],[-113.9335917,50.8947931],[-113.9333124,50.8947918]]}",POINT (-113.93487511642653 50.894732647330294),635 MAHOGANY RD SE,a,
BP2023-08833,Completed,2023-06-08,2023,2023-07-07,2024-10-08,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,5 Unit Residential Rowhouse - Building 8 South,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,5,"$1,353,466",94,94,#313 595 MAHOGANY RD SE,MAH,MAHOGANY,50.89474163,-113.9348699,7,Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,595 MAHOGANY RD SE;755 MAHOGANY RD SE;#313 595 MAHOGANY RD SE;#311 595 MAHOGANY RD SE;#310 595 MAHOGANY RD SE;#314 595 MAHOGANY RD SE;#312 595 MAHOGANY RD SE,"MULTIPOINT (-113.93486987285601 50.89474163437155,-113.93081199985548 50.89474829005209,-113.93383492116823 50.89499414693453,-113.93400942187799 50.89499471317778,-113.93409593272028 50.89499523851322,-113.93375142253781 50.89499456706143,-113.93392066441878 50.89499466297487)","{""type"":""MultiPoint"",""coordinates"":[[-113.9348699,50.8947416],[-113.930812,50.8947483],[-113.9338349,50.8949941],[-113.9340094,50.8949947],[-113.9340959,50.8949952],[-113.9337514,50.8949946],[-113.9339207,50.8949947]]}",POINT (-113.93486987285601 50.89474163437155),595 MAHOGANY RD SE,a,
BP2023-07057,Completed,2023-05-15,2023,2023-06-19,2024-07-19,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,6 Unit Residential Rowhouse - Building 3 south,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,6,"$1,448,201",94,94,629 MAHOGANY RD SE,MAH,MAHOGANY,50.89474615,-113.9349008,7,Titled Parcel;Building;Building;Building;Building;Building;Building,595 MAHOGANY RD SE;625 MAHOGANY RD SE;623 MAHOGANY RD SE;629 MAHOGANY RD SE;621 MAHOGANY RD SE;627 MAHOGANY RD SE;619 MAHOGANY RD SE,"MULTIPOINT (-113.9349007979138 50.894746146602785,-113.93387938701129 50.89479210465681,-113.93394896751053 50.89479273738102,-113.93374305307555 50.894792027363984,-113.9340194861871 50.89479337059398,-113.93381169539741 50.894792659637574,-113.9340881293523 50.894793409367736)","{""type"":""MultiPoint"",""coordinates"":[[-113.9349008,50.8947461],[-113.9338794,50.8947921],[-113.933949,50.8947927],[-113.9337431,50.894792],[-113.9340195,50.8947934],[-113.9338117,50.8947927],[-113.9340881,50.8947934]]}",POINT (-113.9349007979138 50.894746146602785),629 MAHOGANY RD SE,a,
BP2023-09400,Completed,2023-06-16,2023,2023-09-19,2025-01-21,2025,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 Unit Residential Rowhouse - Building #9,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,4,"$1,082,743",94,94,#410 595 MAHOGANY RD SE,MAH,MAHOGANY,50.89474615,-113.9349008,5,Titled Parcel;Building;Building;Building;Building,595 MAHOGANY RD SE;#412 595 MAHOGANY RD SE;#411 595 MAHOGANY RD SE;#410 595 MAHOGANY RD SE;#413 595 MAHOGANY RD SE,"MULTIPOINT (-113.9349007979138 50.894746146602785,-113.93332039949351 50.89499479815044,-113.93341066372489 50.89499484966913,-113.93350092727799 50.89499537758584,-113.93323616235435 50.89499475000879)","{""type"":""MultiPoint"",""coordinates"":[[-113.9349008,50.8947461],[-113.9333204,50.8949948],[-113.9334107,50.8949948],[-113.9335009,50.8949954],[-113.9332362,50.8949948]]}",POINT (-113.9349007979138 50.894746146602785),595 MAHOGANY RD SE,a,
BP2023-09415,Completed,2023-06-16,2023,2023-10-02,2025-01-22,2025,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 Unit Resi. Rowhouse -Building 10,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,4,"$1,082,743",94,94,#510 595 MAHOGANY RD SE,MAH,MAHOGANY,50.89474615,-113.9349008,5,Titled Parcel;Building;Building;Building;Building,595 MAHOGANY RD SE;#511 595 MAHOGANY RD SE;#512 595 MAHOGANY RD SE;#513 595 MAHOGANY RD SE;#510 595 MAHOGANY RD SE,"MULTIPOINT (-113.9349007979138 50.894746146602785,-113.93284877817965 50.8949954807721,-113.93275926733459 50.8949954292529,-113.93267652275343 50.894995381567085,-113.93293452140814 50.89499600652664)","{""type"":""MultiPoint"",""coordinates"":[[-113.9349008,50.8947461],[-113.9328488,50.8949955],[-113.9327593,50.8949954],[-113.9326765,50.8949954],[-113.9329345,50.894996]]}",POINT (-113.9349007979138 50.894746146602785),595 MAHOGANY RD SE,a,
BP2023-07061,Completed,2023-05-15,2023,2023-06-19,2024-06-18,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,6 Unit Residential Rowhouse - Building 4 south,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,8,"$1,926,474",94,94,613 MAHOGANY RD SE,MAH,MAHOGANY,50.89479291,-113.9342555,8,Building;Building;Building;Building;Building;Building;Building;Building,613 MAHOGANY RD SE;609 MAHOGANY RD SE;603 MAHOGANY RD SE;599 MAHOGANY RD SE;611 MAHOGANY RD SE;605 MAHOGANY RD SE;607 MAHOGANY RD SE;601 MAHOGANY RD SE,"MULTIPOINT (-113.93425549498997 50.89479291039888,-113.93439182809605 50.8947935804306,-113.93459867988062 50.894794892156185,-113.93473784339734 50.89479437669383,-113.93432412394006 50.89479294902586,-113.9345272230182 50.89479425876694,-113.93445764167572 50.894794219724666,-113.93467013840522 50.89479433882707)","{""type"":""MultiPoint"",""coordinates"":[[-113.9342555,50.8947929],[-113.9343918,50.8947936],[-113.9345987,50.8947949],[-113.9347378,50.8947944],[-113.9343241,50.8947929],[-113.9345272,50.8947943],[-113.9344576,50.8947942],[-113.9346701,50.8947943]]}",POINT (-113.93425549498997 50.89479291039888),613 MAHOGANY RD SE,a,
BP2023-08832,Completed,2023-06-08,2023,2023-06-22,2024-07-24,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,5 Unit Residential Rowhouse - Building S7,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,5,"$1,353,466",94,94,#210 595 MAHOGANY RD SE,MAH,MAHOGANY,50.89495733,-113.9347554,6,Titled Parcel;Building;Building;Building;Building;Building,#200 595 MAHOGANY RD SE;#212 595 MAHOGANY RD SE;#211 595 MAHOGANY RD SE;#213 595 MAHOGANY RD SE;#210 595 MAHOGANY RD SE;#214 595 MAHOGANY RD SE,"MULTIPOINT (-113.93475535577629 50.89495732961863,-113.93451039280599 50.894996901144,-113.93460065637629 50.89499742821047,-113.934424634004 50.89499732947449,-113.93468415301795 50.894998427889725,-113.93433964481179 50.89499632877021)","{""type"":""MultiPoint"",""coordinates"":[[-113.9347554,50.8949573],[-113.9345104,50.8949969],[-113.9346007,50.8949974],[-113.9344246,50.8949973],[-113.9346842,50.8949984],[-113.9343396,50.8949963]]}",POINT (-113.93475535577629 50.89495732961863),595 MAHOGANY RD SE,a,
BP2023-03585,Completed,2023-03-21,2023,2023-04-26,2024-06-19,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Residential Rowhouse - Building 6,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,4,"$1,082,743",94,94,#110 595 MAHOGANY RD SE,MAH,MAHOGANY,50.89524138,-113.9363291,6,Titled Parcel;Titled Parcel;Building;Building;Building;Building,2121 MAHOGANY BV SE;185 MAHOGANY GD SE;#110 595 MAHOGANY RD SE;#112 595 MAHOGANY RD SE;#111 595 MAHOGANY RD SE;#113 595 MAHOGANY RD SE,"MULTIPOINT (-113.93632911980616 50.895241382430626,-113.93486121714662 50.89589234512327,-113.9352904173156 50.89499781255954,-113.93511440981634 50.89499723840358,-113.9352031679437 50.89499681123112,-113.9350324186146 50.89499719280619)","{""type"":""MultiPoint"",""coordinates"":[[-113.9363291,50.8952414],[-113.9348612,50.8958923],[-113.9352904,50.8949978],[-113.9351144,50.8949972],[-113.9352032,50.8949968],[-113.9350324,50.8949972]]}",POINT (-113.93632911980616 50.895241382430626),595 MAHOGANY RD SE,a,
BP2023-03783,Completed,2023-03-24,2023,2023-04-26,2026-01-08,2026,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 Unit Residential Rowhouse - Building 5,NORR ARCHITECTS ENGINEERS PLANNERS,,JAYMAN BUILT MULTI FAMILY,4,"$970,161",94,94,591 MAHOGANY RD SE,MAH,MAHOGANY,50.89589235,-113.9348612,6,Titled Parcel;Titled Parcel;Building;Building;Building;Building,185 MAHOGANY GD SE;2121 MAHOGANY BV SE;585 MAHOGANY RD SE;589 MAHOGANY RD SE;591 MAHOGANY RD SE;587 MAHOGANY RD SE,"MULTIPOINT (-113.9348612171461 50.89589234575524,-113.93632911980566 50.89524138306259,-113.9352869444536 50.89479586965783,-113.93514778340996 50.894794605762755,-113.93507915529372 50.89479396529268,-113.93521736310767 50.89479583106834)","{""type"":""MultiPoint"",""coordinates"":[[-113.9348612,50.8958923],[-113.9363291,50.8952414],[-113.9352869,50.8947959],[-113.9351478,50.8947946],[-113.9350792,50.894794],[-113.9352174,50.8947958]]}",POINT (-113.9348612171461 50.89589234575524),591 MAHOGANY RD SE,a,
BP2023-05654,Completed,2023-04-25,2023,2023-09-12,2024-08-26,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,6 Unit Residential Rowhouse - Bldg 17,KALAMOIR CONSTRUCTION,,TRINITY HILLS CALGARY GP,6,"$1,518,631",95,95,#607 1453 NA'A DR SW,MDH,MEDICINE HILL,51.08050055,-114.2012722,7,Titled Parcel;Building;Building;Building;Building;Building;Building,1453 NA'A DR SW;#609 1453 NA'A DR SW;#608 1453 NA'A DR SW;#612 1453 NA'A DR SW;#610 1453 NA'A DR SW;#607 1453 NA'A DR SW;#611 1453 NA'A DR SW,"MULTIPOINT (-114.20127216109327 51.08050054664603,-114.20004232693107 51.080089194657255,-114.20003126209727 51.08015105366558,-114.20008875812249 51.07991191043177,-114.20006092590772 51.08002375384783,-114.20002206567591 51.08020934056875,-114.20007387449256 51.07996189161156)","{""type"":""MultiPoint"",""coordinates"":[[-114.2012722,51.0805005],[-114.2000423,51.0800892],[-114.2000313,51.0801511],[-114.2000888,51.0799119],[-114.2000609,51.0800238],[-114.2000221,51.0802093],[-114.2000739,51.0799619]]}",POINT (-114.20127216109327 51.08050054664603),1453 NA'A DR SW,a,
BP2019-04266,Completed,2019-04-18,2019,2019-06-24,2020-11-27,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C 3 Unit Residential 3 Storey un sprinklered  Rowhouse,NORR ARCHITECTS ENGINEERS PLANNERS,,,3,"$696,564",96,96,1879 NA'A DR SW,MDH,MEDICINE HILL,51.07980463,-114.2059841,1,Titled Parcel,1879 NA'A DR SW,POINT (-114.20598410641428 51.07980462833371),"{""type"":""Point"",""coordinates"":[-114.2059841,51.0798046]}",POINT (-114.20598410641428 51.07980462833371),1879 NA'A DR SW,a,
BP2020-05518,Completed,2020-05-08,2020,2020-06-19,2021-06-02,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 4 Unit Residential Building, Building 12",NORR ARCHITECTS ENGINEERS PLANNERS,,,4,"$902,332",96,96,59 NA'A HT SW,MDH,MEDICINE HILL,51.07980463,-114.2059841,5,Titled Parcel;Building;Building;Building;Building,1879 NA'A DR SW;139 NA'A HT SW;61 NA'A HT SW;59 NA'A HT SW;137 NA'A HT SW,"MULTIPOINT (-114.20598410641428 51.07980462833371,-114.20537780169764 51.07955376790864,-114.20550020394327 51.079482192647994,-114.20535773937593 51.07949968520902,-114.20551461125866 51.079538658542965)","{""type"":""MultiPoint"",""coordinates"":[[-114.2059841,51.0798046],[-114.2053778,51.0795538],[-114.2055002,51.0794822],[-114.2053577,51.0794997],[-114.2055146,51.0795387]]}",POINT (-114.20598410641428 51.07980462833371),59 NA'A HT SW,a,
BP2020-05520,Completed,2020-05-08,2020,2020-06-19,2021-06-11,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 4 Unit Residential Building, Building 13",NORR ARCHITECTS ENGINEERS PLANNERS,,,4,"$902,332",96,96,67 NA'A HT SW,MDH,MEDICINE HILL,51.07980463,-114.2059841,5,Titled Parcel;Building;Building;Building;Building,1879 NA'A DR SW;129 NA'A HT SW;69 NA'A HT SW;131 NA'A HT SW;67 NA'A HT SW,"MULTIPOINT (-114.20598410641428 51.07980462833371,-114.20582689414007 51.07949946248326,-114.20581248645699 51.07944299662682,-114.20568537417567 51.07951754710012,-114.20566720699148 51.07946287678888)","{""type"":""MultiPoint"",""coordinates"":[[-114.2059841,51.0798046],[-114.2058269,51.0794995],[-114.2058125,51.079443],[-114.2056854,51.0795175],[-114.2056672,51.0794629]]}",POINT (-114.20598410641428 51.07980462833371),67 NA'A HT SW,a,
BP2020-05521,Completed,2020-05-08,2020,2020-06-19,2021-06-11,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 4 Unit Residential Building, Building 14",NORR ARCHITECTS ENGINEERS PLANNERS,,,4,"$902,332",96,96,85 NA'A HT SW,MDH,MEDICINE HILL,51.07980463,-114.2059841,5,Titled Parcel;Building;Building;Building;Building,1879 NA'A DR SW;121 NA'A HT SW;123 NA'A HT SW;87 NA'A HT SW;85 NA'A HT SW,"MULTIPOINT (-114.20598410641428 51.07980462833371,-114.20613949196778 51.07952804730719,-114.20603638774732 51.079481248931344,-114.20619877780315 51.079486913805404,-114.20608716639451 51.07943656157067)","{""type"":""MultiPoint"",""coordinates"":[[-114.2059841,51.0798046],[-114.2061395,51.079528],[-114.2060364,51.0794812],[-114.2061988,51.0794869],[-114.2060872,51.0794366]]}",POINT (-114.20598410641428 51.07980462833371),85 NA'A HT SW,a,
BP2020-05522,Completed,2020-05-08,2020,2020-06-19,2021-07-14,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 3 Unit Residential Building, Building 7",NORR ARCHITECTS ENGINEERS PLANNERS,,,3,"$703,186",96,96,16 NA'A HT SW,MDH,MEDICINE HILL,51.07980463,-114.2059841,4,Titled Parcel;Building;Building;Building,1879 NA'A DR SW;20 NA'A HT SW;16 NA'A HT SW;18 NA'A HT SW,"MULTIPOINT (-114.20598410641428 51.07980462833371,-114.20392933595431 51.0800385464556,-114.20404107724183 51.0801186294237,-114.20397857736718 51.08007532727233)","{""type"":""MultiPoint"",""coordinates"":[[-114.2059841,51.0798046],[-114.2039293,51.0800385],[-114.2040411,51.0801186],[-114.2039786,51.0800753]]}",POINT (-114.20598410641428 51.07980462833371),16 NA'A HT SW,a,
BP2020-05533,Completed,2020-05-08,2020,2020-06-29,2021-06-14,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 6 Unit Rowhouse, Building 10",NORR ARCHITECTS ENGINEERS PLANNERS,,,6,"$1,486,654",96,96,1827 NA'A DR SW,MDH,MEDICINE HILL,51.07980463,-114.2059841,7,Titled Parcel;Building;Building;Building;Building;Building;Building,1879 NA'A DR SW;1843 NA'A DR SW;1835 NA'A DR SW;1827 NA'A DR SW;1831 NA'A DR SW;1839 NA'A DR SW;1847 NA'A DR SW,"MULTIPOINT (-114.20598410641428 51.07980462833371,-114.20512169139431 51.0798449890989,-114.20498970069735 51.079885062914975,-114.20486254500874 51.0799471258823,-114.20492376362823 51.07991669636582,-114.20505665433734 51.07986710995307,-114.20519050241569 51.07982108162596)","{""type"":""MultiPoint"",""coordinates"":[[-114.2059841,51.0798046],[-114.2051217,51.079845],[-114.2049897,51.0798851],[-114.2048625,51.0799471],[-114.2049238,51.0799167],[-114.2050567,51.0798671],[-114.2051905,51.0798211]]}",POINT (-114.20598410641428 51.07980462833371),1827 NA'A DR SW,a,
BP2021-05425,Completed,2021-04-06,2021,2021-05-20,2022-06-17,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 7 Unit Rowhouse, Building 4",NORR ARCHITECTS ENGINEERS PLANNERS,,,7,"$1,865,636",96,96,62 NA'A HT SW,MDH,MEDICINE HILL,51.07933813,-114.2054349,9,Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building,62 NA'A HT SW;1879 NA'A DR SW;74 NA'A HT SW;68 NA'A HT SW;70 NA'A HT SW;66 NA'A HT SW;64 NA'A HT SW;72 NA'A HT SW;62 NA'A HT SW,"MULTIPOINT (-114.20543494539166 51.07933813066664,-114.20598410641428 51.07980462833371,-114.20600666296521 51.079179706146036,-114.20571078526291 51.07921364182387,-114.20581097982875 51.07920312733557,-114.20560907583231 51.07922690973615,-114.20551927632043 51.07924192759291,-114.20591024034132 51.079191176055794,-114.20540112512096 51.079251709257065)","{""type"":""MultiPoint"",""coordinates"":[[-114.2054349,51.0793381],[-114.2059841,51.0798046],[-114.2060067,51.0791797],[-114.2057108,51.0792136],[-114.205811,51.0792031],[-114.2056091,51.0792269],[-114.2055193,51.0792419],[-114.2059102,51.0791912],[-114.2054011,51.0792517]]}",POINT (-114.20543494539166 51.07933813066664),62 NA'A HT SW,a,
BP2021-05499,Completed,2021-04-07,2021,2021-05-20,2022-08-17,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 5 Unit Rowhouse, Building 5",NORR ARCHITECTS ENGINEERS PLANNERS,,,5,"$1,324,080",96,96,46 NA'A HT SW,MDH,MEDICINE HILL,51.07968957,-114.2049543,7,Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,46 NA'A HT SW;1879 NA'A DR SW;50 NA'A HT SW;52 NA'A HT SW;46 NA'A HT SW;48 NA'A HT SW;54 NA'A HT SW,"MULTIPOINT (-114.20495432860241 51.07968957218524,-114.20598410641428 51.07980462833371,-114.20488369016611 51.07952266753832,-114.20494760208014 51.07945593291305,-114.20478753302828 51.07963329234922,-114.20484768072137 51.079573729157524,-114.20498247802054 51.07940354277501)","{""type"":""MultiPoint"",""coordinates"":[[-114.2049543,51.0796896],[-114.2059841,51.0798046],[-114.2048837,51.0795227],[-114.2049476,51.0794559],[-114.2047875,51.0796333],[-114.2048477,51.0795737],[-114.2049825,51.0794035]]}",POINT (-114.20495432860241 51.07968957218524),46 NA'A HT SW,a,
BP2021-14394,Completed,2021-08-17,2021,2021-11-09,2022-10-03,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 6 Unit Rowhouse, Building 6",NORR ARCHITECTS ENGINEERS PLANNERS,,TRINITY HILLS CALGARY GP,6,"$1,599,942",96,96,30 NA'A HT SW,MDH,MEDICINE HILL,51.07977986,-114.2047296,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,40 NA'A HT SW;34 NA'A HT SW;38 NA'A HT SW;30 NA'A HT SW;36 NA'A HT SW;32 NA'A HT SW;34 NA'A HT SW;30 NA'A HT SW;40 NA'A HT SW;38 NA'A HT SW;32 NA'A HT SW;36 NA'A HT SW,"MULTIPOINT (-114.2047295531027 51.079779862931666,-114.2044784048202 51.079906158136254,-114.2046340765401 51.07982497854274,-114.2043134386728 51.07999634345494,-114.2045568187373 51.07986556735417,-114.20440001057142 51.07995124367629,-114.20438103229797 51.07984498275331,-114.20421963405654 51.07993517069284,-114.20465089491833 51.07969061615242,-114.20453228265445 51.079764440302114,-114.20431136950542 51.079889459650225,-114.20446127103072 51.07980072105087)","{""type"":""MultiPoint"",""coordinates"":[[-114.2047296,51.0797799],[-114.2044784,51.0799062],[-114.2046341,51.079825],[-114.2043134,51.0799963],[-114.2045568,51.0798656],[-114.2044,51.0799512],[-114.204381,51.079845],[-114.2042196,51.0799352],[-114.2046509,51.0796906],[-114.2045323,51.0797644],[-114.2043114,51.0798895],[-114.2044613,51.0798007]]}",POINT (-114.2047295531027 51.079779862931666),30 NA'A HT SW,a,
BP2021-14407,Completed,2021-08-17,2021,2021-11-09,2022-11-07,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 3 Unit Rowhouse, Building 8",NORR ARCHITECTS ENGINEERS PLANNERS,,TRINITY HILLS CALGARY GP,3,"$803,748",96,96,1801 NA'A DR SW,MDH,MEDICINE HILL,51.08015835,-114.2042044,6,Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building,10 NA'A HT SW;8 NA'A HT SW;1801 NA'A DR SW;1801 NA'A DR SW;10 NA'A HT SW;8 NA'A HT SW,"MULTIPOINT (-114.20420436131157 51.08015834845499,-114.20427265373223 51.080207672446384,-114.20423746570141 51.08035156896425,-114.20423073767448 51.080314525215634,-114.20409815619911 51.08022080549632,-114.2041682138164 51.08026587434316)","{""type"":""MultiPoint"",""coordinates"":[[-114.2042044,51.0801583],[-114.2042727,51.0802077],[-114.2042375,51.0803516],[-114.2042307,51.0803145],[-114.2040982,51.0802208],[-114.2041682,51.0802659]]}",POINT (-114.20420436131157 51.08015834845499),1801 NA'A DR SW,a,
BP2021-11288,Completed,2021-06-25,2021,2021-11-10,2025-04-03,2025,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 Plex Townhouse,ALDEBARAN ENTERPRISES,,,4,"$794,848",97,97,#1 4532 17 AV NW,MON,MONTGOMERY,51.07058657,-114.1594015,5,Titled Parcel;Building;Building;Building;Building,4532 17 AV NW;#1 4532 17 AV NW;#2 4534 17 AV NW;#1 4534 17 AV NW;#2 4532 17 AV NW,"MULTIPOINT (-114.15940145402095 51.07058657410781,-114.15935062554256 51.070593781225895,-114.1592627593587 51.07073090399555,-114.15944601158058 51.07066453495165,-114.15921126275796 51.07068483001035)","{""type"":""MultiPoint"",""coordinates"":[[-114.1594015,51.0705866],[-114.1593506,51.0705938],[-114.1592628,51.0707309],[-114.159446,51.0706645],[-114.1592113,51.0706848]]}",POINT (-114.15940145402095 51.07058657410781),4532 17 AV NW,a,
